,reviewContent,rating
1381,"I stayed here during my visit from Boston in the early summer. My friends and I thought it looked good online and the location seemed good (well, coming from the Concierge). Watch the progression of my rating...(we'll start off with 5 stars to be fair) When we checked in, the front desk gave us a hard time about our online reservations and were quite rude. After arriving upon our room, we discovered that it was a smoking room, when we clearly requested a non-smoking room (my friend has really bad allergies). When we finally switched to another room, the view was crappy and was tiny (especially for four college girls with about two suitcases each :P) -4 stars However, the rooms were very nicely decorated and the pillows were ridiculously luxurious! +1 star Bathrooms were tiny; my closet back home is bigger (that's saying something!) For the four of us (where at least 20 minute prep time is needed before going out), this became *quite* a hassle. -2 stars We barely needed our rental car; we could walk everywhere! Location is very good, as everything was about 10 minutes away. +2 stars The restaurants in the surrounding area were yummy and we enjoyed ourselves immensely with all of the culinary delights and nightlife choices. +2 stars Parking is crazy expensive, especially when you're on a student budget like we were. Even if you parked at a nearby garage instead of having the hotel valet do it, everyday parking came to be pricey. That definitely put a dent on our spending for going out, shopping, etc. -2 stars The upstairs area and the lobby are gorgeous; chandeliers, velvet, gorgeous draping, etc. Very nice; imagine the effect it had on us the first time we stepped in! :) +1 stars So, all in all, 3 stars. Next time I'm back in Chicago, I'll probably try somewhere else.",3
1382,"This hotel is getting 3 stars mainly because of the location. Because the customer service is nothing they should be proud of - that's for sure! The room was nice enough, clean and bright but very small, as were the beds. Our bathroom door did not shut properly which was fuckin' irritating. What I want to know is how you can say you have a martini bar with 50+ martinis and not make a cucumber martini? WTF! We stayed here four nights and it wasn't that bad. We got an OK deal on Priceline. But basically I would not CHOOSE this hotel to stay at again and the MAIN reason (HOTEL MANAGERS I HOPE YOU""RE LOOKING AT THIS) is because the check-in staff and front desk staff were incredibly rude, very disorganized and generally not appearing to be that interested in customer service. These people need MAJOR MAJOR training. I had to wait over 25 minutes for them to ""find"" a package which I stood there looking and pointing at the entire time. This was especially not cool because I told them immediately when I asked for the package that I pointed to, I needed to be in my cab outside to head to an event... which I was then late to.",3
1383,"As the venue for our Law School Prom (yes, I did indeed say ""PROM""), this hotel was very average. The ballroom was beautifully done and impressive with its high ceilings and flowery viney gilt doohickeys all over (I'm sure there's an architectural term for this of which I'm just wholly ignorant). Although the '80s-/'90s-/Miami-Vice-inspired light-up dance floor was slightly incongruous with these flowery viney ceiling and wall decorations, the light-up dance floor was definitely WAY awesome when the (horrifically outdated and spectacularly BAD) DJ played ""Billie Jean,"" the highlight of my evening. Was the DJ that bad? Yes, he really was THAT bad. If I knew who he was, his review would make my Barnes & Noble review look like a feather floating in the wind. I did find it a little odd that the ballroom was a two-story setup such that there were twelve tables or so on the second floor, too. This seems like poor planning, and while it makes for a pretty room and more space for the hotel to rent out, it also makes for an inefficient means for the people seated up there to access the dance floor. ANYway, while the decor was generally pretty beautiful and slightly eclectic, I was very disappointed with the quality of the food. Granted, it was hotel food. I understand that. Unfortunately, it was reeeeeally bad hotel food. A three course meal (salad, entree, and dessert), the salad was the best of the three and that's mainly because it's probably really hard to mess up a basic salad as long as the greens are fresh. The chicken was bland and the deceptively rich-and-creamy-looking sauce was just that -- DECEIVING! The cheesecake (not on my list of favorite desserts in the first place) was oddly-textured. So disappointing. In the end, although the Drake would have apparently cost ~40% more for our tickets, I would happily have paid that amount because my experience with their food was in the past much more satisfying and the single-story layout is more conducive to cohesive group identity (i.e. being able to stumble onto the dance floor together without having to navigate any stairs).",3
1384,Staff was extremely helpful and professional. Ask the bellman for advice on where to park if you do not want to valet.  The room was on the small side but comfortable.  The lobby bar is a welcoming space.  The sheets were great.  The shower was fun.,4
1385,"I actually got the hotel on Priceline for something like $60 or whatever so I really didn't have really high expections. I read some pretty horrible reviews about this place from some of the other hotel review sites out there though so I was a little nervous.   I've actually never had a bad experience from Priceline and this was no different.  For $60 or so, this place was great.  Perfect location, friendly staff, all the basics.  The room felt like it was out of the 60s with lots of dorky decor, but who cares, right?",4
1386,"Went to the lobby bar with my cousin last night, around 1amish.  I was dressed up, and she was in her pajamas.  Was unimpressed with the round bar just sitting in the lobby, and very unimpressed with the menu that had $14 drinks.   That is when the very character-y bartender (stout black guy who has a lot to say and I approve) told me that his drinks were certainly worth it, and I'd be buzzed after one.  I have alcoholic genes, so I can drink most men under the table and never catch a buzz, but I digress. The one tasty, fruity martini got me beyond buzzed.  I was drunk.  So this yelp's to you, Mr. Bartender. I am only taking one star away because I still am unimpressed with the vibe.  But the bartender himself, gets 5 stars.  He even flirted with my shy cousin. AS FAR AS THE HOTEL ITSELF: I don't know what to say about it.  There was a swingers ball going on, and that was pretty exciting.  What kind of establishment is this?  Added to my ""hotel bar"" experience, in a cool kind of way.",4
1387,"I was attending a conference at the Drake and was a bit disappointed to learn that I had been moved over to the Knickerbocker.  My coworkers were all staying at the Drake and I was pretty sure the Knickerbocker would be a step down.  Especially when I walked into the lobby.  I wasn't expecting much, as it is far more understated than the beautiful Drake lobby.   Boy was I in for a surprise.  I soon learned that I had been booked into a suite.  When I stepped into the room, I fell in love.  It had just been remodeled with beautiful furnishings and...drum roll please...the most amazing bathroom.  Brand new, a rain shower, European fixtures and a whirlpool bath.  I'm usually not a bath person.  At all.  But this wasn't one of those scary tubs with the old, gross jets, it was a new bath with the vents in the bottom and an electronic control panel with several different settings.  It was awesome.  I want one for my house. So anyways, if you get the opportunity to stay at the Knickerbocker, jump on it.  I believe they have remodeled many of their rooms, just make sure you get one of them and you will be a happy traveler.",4
1388,"For the price ($99/night) it was great, especially for the location. Its just off Michigan Ave. where all the awesome shopping.The staff is friendly and courteous. However, this hotel is really run down. The decor is nice but obviously worn. The bathroom is like a motel 6. The shower drain was clogged so that when you showered, it would pool at your feet. eeewwww. The beds are unpleasantly lumpy and uncomfortable. But, you can't beat the price for the location. Worth repeating because it's pretty much the only thing going for it.",2
1389,"I stayed here for a conference.  It would probably not be my first choice. There are a few interesting things about this hotel - it used to be the Playboy Hotel when Playboy was headquartered in Chicago.  If you're into quirky historical places, yay.  It's also within walking distance of Carmines - another quirky historical place.  Frank Sinatra and Al Capone were regulars.  See my review of Carmine's for more info. The hotel itself is a small boutique joint.  The rooms are very small, but clean and the beds are comfortable.  The bathrooms are modern, and have rain showers as well as hand shower wands.  My room did not have a bath tub. As far as food choices at the Knickerbocker go, plan to eat elsewhere.  There is a martini bar in the lobby, but don't ask for a cucumber martini.  You'll get a blank stare.  There is a restaurant - Nix - but don't plan on dinner.  They are only open in the mornings.  Don't even plan on a late lunch there.  They close at 1.   Internet is not complimentary ($9.95/day), and there is a minimum $5 charge to use the business center.  I was also informed (incorrectly, as it turns out) that there was a charge for gym use.  Parking is valet only, and is $53/day (gulp).  There is no pool. If all you need is a comfortable bed, on a quiet street close to Miracle Mile, and you either don't need extras or don't mind paying for them,  this is a great choice for you.",3
1390,"Review only for the bar.  Staying nearby, tired, just looking for some Silver Patron, an olive flight and some chard.  $63 later, we were happy and  full.  I certainly would not make a special trip here, but I can't complain a bit. ps: The bartender, David, is one of the coolest guys ever.  I enjoyed his slightly antagonistic approach to the suits venturing forth for a glass o' merlot n' some fried pickles (very authentic, according to David)-- an actual quote we enjoyed ""Naw, we GOT Memphis here in Chicago!!!"" in response to some fool trying to say that Chicago was NOT the best midwestern city.   pps: we saw David making something that looked like a Frappuccino with a kick.  Vanilla ice cream plus some other fun stuff-- you might want to get this...",4
1391,"While I've never stayed at this hotel, as the former chair of my grad program's Winter Formal Planning Committee, I spent my fair share of time at the venue itself and interacting with the event planning staff. Throughout the planning process, they were very willing to work with us to keep the event within our budget. They also ensured that everything ran smoothly on the day of the event, from allowing our committee to show up early to do some setting up, to being ready to go with both the coat check and the bar. They were very accommodating of our large, at and times rowdy, group. Everyone loved the light up dance floor. And everyone in attendance had a good time.",4
1392,"Location location location.  That is the key.  It's across from the Drake.  It's near the 900 Shops.   My friend got married here and the staff was very knowledgeable and helpful.   The newly renovated hotel is beautiful, especially the Crystal Ballroom.  It is gorgeous! The valet can get pricey (over $25 a night).",4
1393,"They just renovated, so the rooms are pretty swanky, particularly the bathrooms.  I love the roomy showers.  The decor is very Westin-esque and I'm a fan of their free shampoo and conditioner (the brand is Gilchrist and Soames). The restaurant downstairs leaves much to be desired.  The decor is horrendous and the food was so-so (I had the shrimp scampi farfalle).   If you want a decent drink and good company (particularly after you've left your laptop in a cab, but I digress), go to the bar.  I had a manhattan and the knickerburger (verdict? delicious and fairly priced) and enjoyed good conversation with David, the bartender. Overall, the stay has been good - but spend your money somewhere else on food.",4
1394,"Stayed here for 4 nights & had a very enjoyable stay.  Check in time says it's 3pm, but we arrived a couple hours earlier & were able to check in & unwind right away.  Desk staff, doormen & bellmen were all very friendly & helpful - quick to give directions or recommend a place to grab a bite & a drink.  The hotel bar is basic, but the stools are comfortable & the bartenders are quick with a refill & a joke. The room was very small, but unless you are trying to fit more than 2 people in the room, it is fine.  The bed was not as comfortable as I would have thought, but it was OK.  The rainfall shower was nice, but the pressure wasn't too strong (use the handheld attachment if you need to get shampoo out). Would definitely return here.  I have heard people were treated differently when booking there through Hotwire or Priceline, but I received great service & would return.  They also let you print out your boarding pass for free.",4
1395,"A nice spot to park the parents when they're in town!!  Right around the corner from Watertower Place and all the Michigan Ave. fav's, this ideally located hotel has pleasant & friendly front desk and valet/door staff.   The staff was responsive to problems, for example - when my parents' window shade fell off the wall at 10pm, a maintenance guy was there within minutes.   Although their room was small, it was fancifully decorated and clean.  Their friends had a room next to the elevator which was more spacious (b/c it's handicap accessible, the bathroom is at least normal sized and not miniature). The bar isn't really separated from the lobby, it almost feels like one space.  Martinis were on par for the neighborhood ($14) and the bar had a live trio playing one evening. Parking was $44/day, almost 1/2 the room rate - ouch!  (Why do this when you have your lovely daughter who can serve as a shuttle driver between her apartment and your hotel?!)  Room rates were reasonable ($105) by calling the hotel directly, but I'm betting you could get lower by using a service like Priceline.",4
1396,"The Millenium Knickerbocker seems to be about a millenium behind the times.  Which can be good and bad. Behind the times:  size of meeting rooms, decor, internet availability ( they charge for lobby wi-fi internet access). However, sometimes a history in Chicago is a plus and a selling point.  The Knickerbocker does have some character, thought the meeting rooms tend to be small and window-less. If I were to plan a big meeting in the city, I would not choose the Knickerbocker.  However, if I were to plan a wedding, I may consider the Knickerbocker for its character and charm.  The rooms tend to be small with low ceilings, whick makes for a intimate feel...so much better for social gatherings than business gatherings.",3
1397,"I will never stay here again. My girlfriends and I came downtown for a birthday celebration and got a room for a night. I got a pretty good deal on the room with a travel site, but given the price that it should have been...not worth the money. It was less than impressive, I've stayed in nicer hotels in Cleveland. But regardless, the main reason for my rating is that they have a ton of hidden fees, and on top of it all, they charged my credit card for items from the mini-bar that I did not take. When I called to ask if there may have been a mistake, I was simply told no and that I would be charged anyways. Moral of the story, I have a hard time giving this hotel anything but one star when they cant admit their mistakes, or they are just simply ripping people off on purpose. Either way, they will never get my business again.",1
1398,"I stayed here for a couple of nights during a business trip to Chicago.  Actually our work meetings were held on premises as well.  First, I have to say that I really loved the location.  Even though downtown/miracle mile Chicago isn't my end-all and be-all of city destinations, I still appreciated that I was close to Michigan ave...especially when I had a night off to relax and enjoy some time meeting up with my transplanted Detroit friend.   (And I loved the proximity to Jamba Juice...I'm a freak, I know! but we don't have it at home, so I savor it when I encounter one!)   As for the hotel, the staff were super nice.  The rooms were great, with beautiful, modern bathrooms (I loved the rainfall shower!) and big TVs.  The decor was clean and modern but the beds did leave something to be desired...maybe it was the pillows but I definitely remember not being super comfortable.   Our work meetings were mainly held in the Crystal Ballroom, which is a beautiful space.  I can imagine how pretty it would look for an special evening event.  However, since I was in there all day for up to eight hours, I did have plenty of time how there were numerous coats of paint and plenty of wear on the carpets.... Oh, the cold, cruel light of day!   When I return to Chicago, I probably will not have this place as my first choice, more like 2nd or 3rd choice if I will be staying close to the Miracle Mile area.",3
1399,"I'll keep this one short-  decent hotel with a great location.  The prices are reasonable for a hotel right off the magnificent mile, and our room had been recently renovated, but was a bit on the small side.  The elevator was older and slow, but did the job.  The staff was friendly.  Its definitely worth considering again for a trip.",3
1400,"I work kitty corner from this hotel, so I recommend that coworkers stay here when coming in from out of town. I haven't been in the rooms, but they say they are nice and clean and fine. I have found the loby bar a nice place to stop and get a drink with colleagues after work. Service was very friendly and responsive. Haven'd dined in the restaurant, but appetizers in the bar were delicious.",4
1401,"I loved this hotel.  Stayed a total of three nights in May of 2009.  We had a one-bedroom suite, which was very clean and well-decorated.   One of the most comfortable hotel beds I've ever slept in.  The bathroom was amazing!  It had a rainfall spout shower and a tub next to it, all encased in glass.  I was very impressed by the bathroom.   They didn't have much in terms of food options, and so I'm giving it four stars.",4
1402,"We enjoyed our stay at Millenium Knickerbocker.  Staff was cordial and the place was clean.  Very pretty hotel in a great location off of the Magnificent Mile with shops and eateries close by.  Room was small but, very nice design.  Nice shower in the bathroom.  Room was very cold at night but, changed thermostat in the morning with no problem.  This hotel does put a $75 hold on credit card which I found strange.  Have not had a hotel do that before.  We did not get anything from the bar so the amount was never credited to my account but, it was annoying knowing it was a pending charge for 4 days till it was officially taken off.",3
1403,"Just returned home from a 3 night stay in a standard King room at the Millennium Knickerbocker.  I lived on Lake Shore Drive in the Streeterville area for 10 years, so I was pretty familiar with the area.  It was nice to visit my old stomping grounds and see what's changed in the area. Pros:  great location, close to everything.  A historical landmark, and right across the street from from the Drake Hotel, an even more historical Chicago landmark.  Room size is average for a downtown hotel, which means ""not very big"" - but the bed was comfortable and bathroom was nicely decorated with modern fixtures. Cons:  in the hotel's attempt to be eco-friendly, they installed modern, low-water-consumption toilets that aren't powerful enough to flush anything down but liquids - I had to call an engineer to plunge the toilet when we checked in.  Also, there was some evidence of yellowish-brown crud in the corners of the bathroom (gross).  The shower was another issue - they installed a nice ceiling mounted shower head as well as a handheld nozzle, but the shower itself (no bathtub) is very small and the glass door opens INWARD, so when you turn on the shower you either get shocked by cold water coming down from the ceiling, or you drench the door and bathroom floor if you choose to turn the shower on first and let it warm up.  Not a very smart layout. Additionally, if you have a car, valet parking is mandatory at $53/day (there's no self-parking) but that's downtown parking for you.  On the plus side, the valets are very friendly and pleasant, and are very prompt with retrieving your car when you call down for it.",3
1404,"My review is merely for the 11 hour period we were there between 10 pm and 9 am, but for what it's worth, those were good hours. We needed a rental car for the remainder of our trip, so we picked one up at O'Hare and made the drive here. Finding the hotel was pretty easy. The valet parking? I knew it was coming, and it was still painful. At least I didn't physically see the $53 charge till the next morning. The best part of this hotel, other than the clean, beautiful lines to it, is obviously the location. Just across from the Drake, you're incredibly close to so much that Chicago has to offer. Since we got there late, checking in was a breeze. We had purchased our room through Priceline and there were no problems. We were quickly sent out our way through the tiny elevators to the 9th floor, which had mostly a view of the buildings around it, but through one small opening, you could also see to the lake. Not that you can see much at 10 pm at night anyway, but I digress. The bed and linens were incredibly comfortable and I slept like a baby. The added bonus to the whole 11 hour stay was the concierge who pointed us towards an excellent breakfast just a few quick blocks away at Feast. Head there for a meal if you're staying at the Knickerbocker. You won't be disappointed.",4
1405,"It's been two years now and slowly....I'm becoming an expert on downtown Chicago hotels. That didn't sound right. Of utmost importance to me is noise & cleanliness, so I give this place a thumbs-up. The A/C is rather loud, which forces me to hit three stars instead of four -- but I must also add that the AC works quite well even so.   The breakfast buffet is better than most, and if you just want to take a couple of items to go (as I find to be most useful), they charge you very reasonable a la carte prices (well, as reasonable a hotel fare goes). Staff is courteous & helpful; service is prompt, and they have good in-room coffee for brewing.  I always consider that a plus as it enables me to be civil once I'm ready to go downstairs & use the biz center or get breakfast. If you want to get nitpicky, the gym doesn't have any floor mats. So what? It's clean and the equipment is modern and clean. The comfort, convenience and service make this a great bargain. I would book my boss here and he is WAY fussy about hotels. Check it out!",3
1406,"Pros: Great location (50 feet from Michigan Avenue) Reasonable price (after using several web sites) Nice modern comfortable room Reasonably quiet Front desk and attendants were helpful and for the most part polite Good concierge advice (Giordano's and Gino's deep dish pizza are both within walking distance) If you love shopping: great shopping is blocks away. Cons: Internet was $10 per day One day we needed to use the internet from the ""office"". That was $20 per hour. If you have a car, parking is over $50 per day. There is much cheaper parking a few blocks away. This deserved 3 1/2 stars. What made me go with three stars was the memory of the day I had to use the internet downstairs and I ended up paying $20+ for the hour I used it. My next hotel had free internet in the lobby.",3
1407,"Good hotel if you're just in town to do the tourist stuff and hit the shopping.  We were able to walk everywhere or hop on a bus or train.  Awesome bathroom/shower!!  If you're looking for a great view from your room go somewhere else, all you'll see are the buildings next door or across the street.  Room was clean, bed was fine.  Only real downside was we could hear EVERYTHING in the hallways.  Every ding of the elevator was clear as a bell and heard every person on our floor coming and going.  Didn't sleep well due to noise but everything else was pretty decent.",4
1408,"This is a great hotel to stay in but beware, if you leave something behind you most likely won't see it again! I stayed here for a wok trip and had a blast. The hotel is very nice, concierge is extremely helpful, beds were comfy and the martini bar was delicious. However....and I know it's partly my fault but... I left a very expensive hair curler in the room to the left of the sink and 24 hours later when I called and realized I hadn't packed it, housekeeping said it was no where to be found! I swear to you I left it there, right in that spot, would bet my life on it and STILL, it's no where to be found by the staff. So I definitely recommend this place but don't leave anything behind!",3
1409,"Pros: -Reasonably priced nightly rates -Modern, clean furnishings -Spacious rooms (at least our's was!) Cons: -$53/day + tip to park!! (tip: Drake Parking Garage across the street is $35/day, or there's a self-park garage a block past the hotel at 200 E. Walton that's $29/day) -Internet isn't complimentary ($10/day!! In this day and age where all hotels offer free WiFi, this just seems absurd!) -Horrible rain head in shower made it impossible to get soap out of thick hair! -Unfriendly front desk staff seemed like we were inconveniencing them to check in or ask a question Bottom line: Hotel is nice enough, but the 'hidden fees,' coupled with moody service, make it way overpriced for what you get.",3
1410,"The best 12th Night party in 105 Years (Jan 29th)... Thanks Knickerbocker! Our group had a beautiful suite with a bathroom that was almost as big as the living room. The party was wonderful, the staff fun and friendly as 300 costumed, crazy-people took over their hotel. The bars were serving hurricanes which helped to fill the lighted-up-disco-dance-floor. We had a great time. Hopefully, they'll let us come back next year.",5
1411,"I was at the Knickerbocker for my wedding and I can't sing enough praises of the staff. Each and every person we came in contact with was polite and helpful at every turn.  I couldn't have asked for a better evening. All of my guest were in awe of the beautiful space, delicious food, and 5 star service.  As were hubby and I. The champagne parade was a big hit.  We loved it! My husband was concerned that having our reception at such a luxe location would make him and his family/friends feel uncomfortable or out of place. I assured him otherwise and after 5 minutes of arriving at the cocktail hour he realized there was nothing to worry about.  Upon arriving we were greeted by a waiter and he had champagne in our hands almost instantly. Since there were only about 10 minutes left in the cocktail hour the waiters went out of their way to pick bride and groom out of the crowd so that we could get a taste of the delicous appetizers. Mm-mmmm the mini beef wellington...who knew such a small piece could be so flavorful. The only 'hiccup' occured when we got to Parlor G where the bridesmaids were scheduled to get hair and make-up only to find that many of the outlets in the room weren't working. This was definitely a problem with the hair dryers, curling irons, etc that needed to be plugged in. But about 5 minutes after placing a call to the front desk a maintenance staffer was at the room with extension cords and a power strip to get us by.  Also the internet access is like something out of the '90s...why not just charge it to the room? All in all I will definitely recommend the Knickerbocker to visiting guests or locals who want to get away.  We can't wait to return for our anniversary.",5
1412,"the shuttle from O'hare was long, but the driver was nice enough to inform us that the knickerbocker used to be one of the first gentlemen's club in the area and YES the hotel hosted Playboy back in the days. the location was great! minutes from everything imaginable, lake, shopping, even OPRAH winfrey's home [the big white house on oak st 2 blocks down] the room was small, but the decor made it cute. morning breakfast was served and it was a gigantic meal for the price, quite fulfilling. the hotel staff were nice and accomodating. the bartender at the martini bar made a martini like no other, ONE martini each and we were done for. one of the best martinis i've had. the price was fair, considering a million and one conventions the weekend we went.",4
1413,i've never stayed at the hotel but i did work with them to plan our med school Winter Formal. We got an awesome deal on catering and drinks and the staff was more than happy to have our group. The room where we were was amazing! The light up dancefloor gave it just what we needed to make the formal a huge success. they were more than accomodating and i would not hesitate to work with them again. my only complaint (and it was partly our fault because we got started late) was that they picked up dinner plates really quickly and some people were not done eating yet. other than that everything went off without a hitch!,4
1414,"Great hotel.   Really its all about location and this hotel has it.   You are right on the dreamy romantic part of Michigan Ave. and a just walk from everything.  The rooms are smallish, but the old school elegance of this hotel is tangible and cannot be faked.  You really feel its years envelop you and it welcomes you back from your jaunts like an old friend or drowsy lover.  When I stay here I always park in a pay lot and walk or take a cab since you could stay a week at a chain motel for what you pay to keep your car in the garage over the night.   See you there.",4
1415,"They employee thieves as valets. The hotel itself is good, but if you valet your car with them, they assume that anything not bolted down is theirs for the taking. You want to stay at the hotel? Go for it, but if you think you're car is safe with their valets, you got another thing coming.",1
1416,"The Millennium Knickerbocker is tucked away just about a half-block east of North Michigan Avenue. I like to refer to this hotel as a mini-Drake, as it is in essence a smaller version of the Drake Hotel across the street. The Knickerbocker is an older property, so the rooms are quite elegant but very average in size. The bathrooms have very little shelf space (and I am a guy). Try to have a look around the attractive public spaces, and there is a cozy library-like nook that is around the corner from the piano bar.",4
1417,"The man and I decided to do a last minute hotwire valentine's night in the city and this hotel is one we got. I have to say the price, $95 is incredibly low for a downtown hotel. I loved the close proximity to the Mag mile shopping and restaurants. The hotel itself is very quaint but they have remodeled it in a streamlined way. The room was small but big enough for two. The bed extremely comfortable and the big screen TV a hit. I was disappointed that there wasn't a bath tub (it being valentines day and all) but the rain head shower was nice. Staff were friendly, the girl at check in with the dripping nose should probably get a hanky though! LOL I'd go back and might if it ends up being my hotwire selection next time!",3
1418,"The hotel is under construction. The elevators were crowded. The door staff ogled me every time I entered and left. The inside staff could have been more friendly, more helpful, and much better and pretending to be enthused about working in customer service.",2
1419,"We stayed here during our wedding weekend: 11.21.08-11.24.08. We had many questions in prepping for this stay, and our contact, Ann, always responded quickly and almost always with a happy result. Our suite was large, clean, and brand-new. The bedding was very comfortable, the whirlpool tub was great, and the TVs were awesome (although barely used). We appreciated the use of the steamer for my dress, the free internet and the tray of fruits and champagne. We enjoyed the carolers and extra Holiday cheer in the lobby. It was a shame that the renovations were not able to be completed, though it is beautiful all the same. And everyone was very friendly to us. And, of course, the location is unbeatable. The room was a lacking a few things, such as a hook tall enough for a wedding dress, good bathroom lighting and quiet ventilation. Also, a maid had left the door open when we left for over an hour (the deadbolt was engaged, so the door could not close). That could have ended very badly for us. Thankfully, all was fine, and they were able to compensate us satisfactorily for the scare, although it took some work to get to that point. We look forward to staying with you next year - hopefully, in warmer weather, so we can take advantage of the beach.",4
1420,"What a run down dump.  A far cry from a 4 star hotel, although you can tell it has some history.  It's in desperate need of renovation.",2
1421,"Stayed here courtesy of Hotwire and a $110/night room. I think it was worth it. The front desk and staff were polite. The hotel does seem a little outdated but it was still clean. The room itself was small with a minimal design. The bed was very comfortable. The walls were thin. The location of this hotel is good for tourists, that is if you're a tourist that likes to shop which wasn't really a priority for me. It was about 7-10 minutes from a Loop stop.",4
1422,"We attended a great party at the Knickerbocker. The staff there was great, food was great the light up dance floor in the main ballroom is a landmark in Chicago.",4
1423,the bar's prices kinda suck for a place that no one knows about.,2
1424,"Still delivers the goods two years after my initial review. Smaller than some of the other chain hotels in River North/Gold Coast, the Knickerbocker has a nice boutique hotel feel to it.",4
1425,"Wonderful!!! We stayed in the winter time (obviously, very off-season), but we scored the room for $70/ night from Hotwire. It's in a great location, the staff was wonderful, and I found the building to be quite charming. The bed was unbelievably comfortable, and the bathroom was one of the nicest I've ever encountered. I would definitely stay there again!",5
1426,"Attended a conference in this hotel and stayed here for 4 nights. The bellhop guys were so friendly and funny and the staff was very accommodating. The rooms were a tad small, but bed was very comfy. Pricey but nice hotel.",4
1427,5 Stars for the bed - quite possibly one of the most comfortable beds I've been in.  The pillows are soooo SOFT.  I had a pleasant stay and all I could think about while I was at work was getting back to the room so I could sleep!,4
1428,What a great old hotel in a great location. Everything we expected for a hotel in the city. Nice rooms and cool little martini bar in the lobby. A very short walk from Michigan Ave. and all the action.,4
1429,"I wound up staying here recently while attending a conference.  The conference hotel (The Drake) was full, and while there was a Westin just down the street (I usually stay at Westins), the particular Westin in question had horrible reviews. I'm glad I stayed at the Knickerbocker.  The rooms were nicely appointed.  The bed was VERY comfortable (and I'm quite picky about such things). I didn't eat at the restaurant, but I did visit the bar twice.  Both bartenders were really friendly - when I asked if they had a preference for one wine over another, they articulated a preference and then (to my delight) gave me a small pour of their suggestion.  In one case I didn't like the suggested wine and they gave me a taste of a different wine.  They both treated me like I was an old friend/regular.  Very friendly - very laid back.  Exactly what you want after a long day of business. The hotel was a great value relative to the other hotels nearby and the staff were great.",4
1430,"I stayed here while on business.  Our room had been updated and was very comfortable although the lighting was horrible.  I understand the 'mood lighting' and don't mind it generally, but I draw the line at the bathroom.  You've got to brighten up the bathroom at least.  I couldn't see to put on make-up.  Annoying.   Everyone was super friendly and accommodating during our stay.  I didn't dine at the restaurants but I did feel the in room meal prices were too high.  We spent $55 on (2) egg breakfasts and a pot of coffee (after gratuity).  $55, Really?!  Are you kidding?",3
1431,Is a four style place for the awesome shower. Loved it.,4
1432,"My elderly parents needed an ADA compliant room with two double beds. The room was elegant and accommodated them easily. The room was clean, quiet and the beds were ""fresh"" and luxurious. The door men were always ready to help them in and out of the car. Also, when they did not answer their phone the concierge personally went to their room to make them aware we were waiting for them. The restaurant serves breakfast and lunch only. You don't need dinner because of all the restaurants within walking distance you will want to try from the Cheesecake Factory to The Rosebud Steak House, etc. The breakfast menu is simple and delicious and fairly priced. We had breakfast for $80 with tip for four adults. The omelets were perfectly made and the contents fresh and perfectly sautéed. The oatmeal, my favorite, was made well and that means it was freshly made with attention to detail. The bacon was well cooked, but not burnt as I asked. One note, basic single rooms have one king sized bed in a smaller room. If you need two double beds or a larger room there will be an up charge of about $30 or more per night. Parking approaches $60 plus tips for the door man so it is not recommended you stay here if you have a car to park. I made the reservation on Priceline and I saw no difference in how we were treated because of the discounted rate. The sales staff also has excellent email communication skills so you can get exactly what you need and confirmation emails to set you mind at ease.",3
1433,"Was in here a few weeks ago for a drink with a group of clients.  The bartender added a significant extra tip to my bar bill without my authorization.  A number of calls the following week to the front desk, beverage manager, and hotel manager went completely ignored and unreturned.  Nuff said.",1
1434,"I booked this hotel on PRICELINE and just like my fellow YELPERS say, they don't give you the suite advertised.  I knew this going into it so I asked why not and they told me they don't for people who booked through 3d parties.  Well after giving them a dissapointed look and telling them I was not happy about this, the OMNI did right by giving me a proper suite that they advertise on their website. The hotel is a bit older but is still a great spot.  Location can't be beat, as it is within walking distance to anything you want to do in Chicago except maybe Wrigley (5 miles away).  I will def. use this hotel again in the future.  The only reason I'm not going 5 stars is because the stunt they pulled by trying to give me a lower quality room for booking through a third party.   Tip:  Any room that ends in 18 is going to be a lower quality room, do not accept this.",4
1435,"Holy disappointments! The hotel is BEIGE and kind of blah everywhere and the carpets/rugs are dirty and worn. There isnt nearly enough lighting in the rooms and the seating (one hard backed chair by the desk and one small pull out couch...no other seats at all) in the ""suites"" is non-existent...why have a suite that sleeps 4 or 6 but not enough seating for the  group to all sit together in the same room to eat and/or watch TV? The food is nothing special at all, cheap ingredients disguised by froo froo plating presentations and high prices. The toiletries are cheap and the ancient TV in the bedroom of suite 1806 is so dark you can't watch the $16 movies ( BTW- engineering advised there is no bright adjustment because of the Lodgenet remote....but then nearly insisted on replacing the TV at 9pm while I was in my PJs, ummmmm, no thanks). Only reason I even purchased a movie is because it was cloudy and raining outside and so the cable/satellite was out ( searching for signal) on every channel for about 4 hours. The room doors SLAM 24/7 so if youre a light sleeper, bring earplugs. Good news ~ the beds are comfy, the location is excellent, close to alot of great restaurants and shopping, taxis are quick and easy to find. Cant believe this is where Oprah used to house her guests.",2
